時間,ICE-Newcastle煤 (L),時間,ICE-Rotterdam煤 (L),時間,中國-動力煤期貨 (R),時間,中國-焦煤期貨 (R)
2017-08-23,98.3500,2017-08-23,85.4000,2017-10-12,611.8000,2017-10-09,1048.0000
2017-08-24,98.4000,2017-08-24,85.1500,2017-10-13,623.8000,2017-10-10,1078.0000
2017-08-25,98.6000,2017-08-25,85.2500,2017-10-16,635.2000,2017-10-11,1085.0000
2017-08-28,97.7500,2017-08-28,89.0000,2017-10-17,629.4000,2017-10-12,1142.0000
2017-08-29,97.0500,2017-08-29,89.5500,2017-10-18,628.8000,2017-10-13,1197.0000
2017-08-30,97.4000,2017-08-30,89.1000,2017-10-19,618.4000,2017-10-16,1175.0000
2017-08-31,95.3000,2017-08-31,87.6500,2017-10-20,634.8000,2017-10-17,1160.0000
2017-09-01,95.8000,2017-09-01,88.0500,2017-10-23,631.0000,2017-10-18,1161.0000
2017-09-04,96.9000,2017-09-04,88.6000,2017-10-24,621.8000,2017-10-19,1097.0000
2017-09-05,97.8000,2017-09-05,89.1500,2017-10-25,619.4000,2017-10-20,1153.0000
2017-09-06,97.9000,2017-09-06,89.1500,2017-10-26,620.4000,2017-10-23,1119.0000
2017-09-07,97.6500,2017-09-07,89.1500,2017-10-27,622.8000,2017-10-24,1089.0000
2017-09-08,98.4500,2017-09-08,89.8000,2017-10-30,624.8000,2017-10-25,1103.0000
2017-09-11,99.5500,2017-09-11,90.1500,2017-10-31,611.8000,2017-10-26,1102.0000
2017-09-12,99.7500,2017-09-12,90.0000,2017-11-01,611.0000,2017-10-27,1095.0000
2017-09-13,100.3000,2017-09-13,91.2500,2017-11-02,616.0000,2017-10-30,1094.0000
2017-09-14,100.0000,2017-09-14,91.8000,2017-11-03,612.2000,2017-10-31,1063.5000
2017-09-15,99.2000,2017-09-15,91.7000,2017-11-06,626.0000,2017-11-01,1079.0000
2017-09-18,98.2500,2017-09-18,91.6500,2017-11-07,630.0000,2017-11-02,1139.0000
2017-09-19,98.2000,2017-09-19,92.3500,2017-11-08,636.0000,2017-11-03,1130.0000
2017-09-20,97.9500,2017-09-20,92.2500,2017-11-09,638.0000,2017-11-06,1166.5000
2017-09-21,97.3000,2017-09-21,91.6000,2017-11-10,641.6000,2017-11-07,1185.0000
2017-09-22,97.2000,2017-09-22,91.7500,2017-11-13,637.0000,2017-11-08,1185.5000
2017-09-25,96.9500,2017-09-25,92.7500,2017-11-14,649.2000,2017-11-09,1207.5000
2017-09-26,97.0000,2017-09-26,91.7500,2017-11-15,638.8000,2017-11-10,1214.5000
2017-09-27,97.2500,2017-09-27,91.5000,2017-11-16,630.4000,2017-11-13,1210.5000
2017-09-28,97.1000,2017-09-28,91.4500,2017-11-17,633.6000,2017-11-14,1213.0000
2017-09-29,97.2500,2017-09-29,91.4000,2017-11-20,643.6000,2017-11-15,1166.5000
2017-10-02,95.9000,2017-10-02,90.6500,2017-11-21,638.0000,2017-11-16,1168.5000
2017-10-03,97.0000,2017-10-03,91.8000,2017-11-22,638.2000,2017-11-17,1177.0000
2017-10-04,99.0000,2017-10-04,92.5000,2017-11-23,643.8000,2017-11-20,1211.0000
2017-10-05,98.6500,2017-10-05,92.2500,2017-11-24,648.4000,2017-11-21,1227.5000
2017-10-06,97.3500,2017-10-06,90.8000,2017-11-27,659.4000,2017-11-22,1299.5000
2017-10-09,96.6500,2017-10-09,90.8000,2017-11-28,659.8000,2017-11-23,1299.0000
2017-10-10,95.3500,2017-10-10,90.8500,2017-11-29,658.6000,2017-11-24,1339.5000
2017-10-11,96.0500,2017-10-11,90.5500,2017-11-30,666.6000,2017-11-27,1314.0000
2017-10-12,95.1500,2017-10-12,91.4000,2017-12-01,669.6000,2017-11-28,1330.0000
2017-10-13,95.7500,2017-10-13,91.2000,2017-12-04,675.2000,2017-11-29,1329.5000
2017-10-16,96.1500,2017-10-16,92.0500,2017-12-05,674.4000,2017-11-30,1361.5000
2017-10-17,96.1500,2017-10-17,92.3000,2017-12-06,672.6000,2017-12-01,1403.0000
2017-10-18,97.1000,2017-10-18,92.5000,2017-12-07,667.8000,2017-12-04,1381.0000
2017-10-19,96.7500,2017-10-19,91.8500,2017-12-08,683.4000,2017-12-05,1354.5000
2017-10-20,97.1500,2017-10-20,91.9500,2017-12-11,683.4000,2017-12-06,1363.5000
2017-10-23,96.5500,2017-10-23,91.8000,2017-12-12,685.4000,2017-12-07,1258.0000
2017-10-24,97.2000,2017-10-24,92.3500,2017-12-13,686.0000,2017-12-08,1265.5000
2017-10-25,97.1500,2017-10-25,91.9500,2017-12-14,689.4000,2017-12-11,1277.5000
2017-10-26,97.1000,2017-10-26,92.1500,2017-12-15,691.0000,2017-12-12,1285.5000
2017-10-27,97.4500,2017-10-27,92.3500,2017-12-18,695.6000,2017-12-13,1285.0000
2017-10-30,99.4000,2017-10-30,93.0500,2017-12-19,690.4000,2017-12-14,1236.5000
2017-10-31,99.9000,2017-10-31,94.8000,2017-12-20,636.6000,2017-12-15,1268.5000
2017-11-01,100.0000,2017-11-01,95.2500,2017-12-21,631.0000,2017-12-18,1350.5000
2017-11-02,100.2000,2017-11-02,95.0500,2017-12-22,629.6000,2017-12-19,1379.5000
2017-11-03,99.0000,2017-11-03,94.0000,2017-12-25,627.6000,2017-12-20,1378.0000
2017-11-06,98.7500,2017-11-06,94.7500,2017-12-26,631.6000,2017-12-21,1374.5000
2017-11-07,98.5000,2017-11-07,94.8000,2017-12-27,611.8000,2017-12-22,1392.5000
2017-11-08,98.0000,2017-11-08,94.9500,2017-12-28,608.4000,2017-12-25,1317.0000
2017-11-09,97.7000,2017-11-09,94.7000,2017-12-29,605.4000,2017-12-26,1326.0000
2017-11-10,97.6500,2017-11-10,95.3500,2018-01-02,612.8000,2017-12-27,1292.5000
2017-11-13,97.8000,2017-11-13,94.7500,2018-01-03,613.2000,2017-12-28,1301.5000
2017-11-14,97.6000,2017-11-14,94.2500,2018-01-04,624.0000,2017-12-29,1313.0000
2017-11-15,97.5500,2017-11-15,93.8500,2018-01-05,628.2000,2018-01-02,1338.0000
2017-11-16,96.7500,2017-11-16,93.9500,2018-01-08,632.6000,2018-01-03,1352.0000
2017-11-17,96.5500,2017-11-17,93.8000,2018-01-09,630.6000,2018-01-04,1367.0000
2017-11-20,96.2500,2017-11-20,94.0500,2018-01-10,637.4000,2018-01-05,1360.5000
2017-11-21,95.9000,2017-11-21,93.8000,2018-01-11,636.0000,2018-01-08,1390.5000
2017-11-22,96.2000,2017-11-22,93.9000,2018-01-12,632.0000,2018-01-09,1384.5000
2017-11-23,96.1000,2017-11-23,94.1000,2018-01-15,629.8000,2018-01-10,1357.0000
2017-11-24,96.5500,2017-11-24,94.3000,2018-01-16,635.0000,2018-01-11,1377.0000
2017-11-27,95.0500,2017-11-27,91.8500,2018-01-17,635.6000,2018-01-12,1345.5000
2017-11-28,96.4000,2017-11-28,92.0500,2018-01-18,646.2000,2018-01-15,1327.0000
2017-11-29,96.8000,2017-11-29,93.0000,2018-01-19,646.0000,2018-01-16,1277.5000
2017-11-30,96.8000,2017-11-30,92.7000,2018-01-22,655.6000,2018-01-17,1284.0000
2017-12-01,96.9500,2017-12-01,92.7000,2018-01-23,656.8000,2018-01-18,1276.0000
2017-12-04,97.3000,2017-12-04,93.5500,2018-01-24,665.0000,2018-01-19,1287.5000
2017-12-05,96.5500,2017-12-05,93.3500,2018-01-25,668.4000,2018-01-22,1271.5000
2017-12-06,97.1000,2017-12-06,93.9000,2018-01-26,673.0000,2018-01-23,1284.5000
2017-12-07,97.2500,2017-12-07,93.7000,2018-01-29,678.8000,2018-01-24,1289.0000
2017-12-08,97.5500,2017-12-08,94.4000,2018-01-30,666.8000,2018-01-25,1319.0000
2017-12-11,98.0500,2017-12-11,94.7000,2018-01-31,664.4000,2018-01-26,1301.0000
2017-12-12,98.6500,2017-12-12,95.3000,2018-02-01,666.0000,2018-01-29,1286.5000
2017-12-13,99.6500,2017-12-13,95.0000,2018-02-02,660.4000,2018-01-30,1295.0000
2017-12-14,99.7000,2017-12-14,95.1000,2018-02-05,664.2000,2018-01-31,1293.5000
2017-12-15,100.0000,2017-12-15,95.1500,2018-02-06,657.4000,2018-02-01,1289.0000
2017-12-18,100.1500,2017-12-18,95.1000,2018-02-07,653.6000,2018-02-02,1331.5000
2017-12-19,100.3000,2017-12-19,94.8500,2018-02-08,646.4000,2018-02-05,1369.0000
2017-12-20,100.2500,2017-12-20,94.8500,2018-02-09,648.4000,2018-02-06,1359.0000
2017-12-21,100.2000,2017-12-21,94.8000,2018-02-12,634.4000,2018-02-07,1368.0000
2017-12-22,100.2000,2017-12-22,94.8000,2018-02-13,636.0000,2018-02-08,1364.0000
2017-12-26,100.2000,2017-12-26,94.8000,2018-02-14,643.2000,2018-02-09,1356.0000
2017-12-27,100.2000,2017-12-27,94.8000,2018-02-22,655.0000,2018-02-12,1364.0000
2017-12-28,101.2000,2017-12-28,94.8000,2018-02-23,651.2000,2018-02-13,1364.5000
2017-12-29,100.8000,2017-12-29,94.8000,2018-02-26,641.6000,2018-02-14,1373.5000
2018-01-02,102.6500,2018-01-02,96.6500,2018-02-27,640.2000,2018-02-22,1378.0000
2018-01-03,103.8000,2018-01-03,96.4500,2018-02-28,636.6000,2018-02-23,1398.0000
2018-01-04,104.9500,2018-01-04,96.1500,2018-03-01,632.8000,2018-02-26,1412.0000
2018-01-05,105.3000,2018-01-05,96.2500,2018-03-02,632.4000,2018-02-27,1428.5000
2018-01-08,106.7500,2018-01-08,96.4500,2018-03-05,624.2000,2018-02-28,1412.5000
2018-01-09,107.0000,2018-01-09,96.1000,2018-03-06,621.6000,2018-03-01,1401.0000
2018-01-10,106.5500,2018-01-10,95.6500,2018-03-07,620.4000,2018-03-02,1394.0000
2018-01-11,106.1000,2018-01-11,95.4000,2018-03-08,622.4000,2018-03-05,1374.5000
2018-01-12,105.8500,2018-01-12,95.5500,2018-03-09,613.4000,2018-03-06,1378.0000
2018-01-15,106.4000,2018-01-15,95.5000,2018-03-12,607.6000,2018-03-07,1347.5000
2018-01-16,106.4500,2018-01-16,95.3500,2018-03-13,607.4000,2018-03-08,1324.5000
2018-01-17,106.5500,2018-01-17,95.2000,2018-03-14,610.0000,2018-03-09,1300.5000
2018-01-18,106.7500,2018-01-18,95.0000,2018-03-15,612.4000,2018-03-12,1266.0000
2018-01-19,106.7500,2018-01-19,95.2000,2018-03-16,610.0000,2018-03-13,1252.0000
2018-01-22,106.5000,2018-01-22,95.2500,2018-03-19,599.6000,2018-03-14,1295.0000
2018-01-23,106.5000,2018-01-23,95.2500,2018-03-20,591.4000,2018-03-15,1285.0000
2018-01-24,106.9500,2018-01-24,95.1500,2018-03-21,587.4000,2018-03-16,1289.0000
2018-01-25,106.5000,2018-01-25,95.2000,2018-03-22,586.6000,2018-03-19,1286.0000
2018-01-26,106.5000,2018-01-26,95.3000,2018-03-23,574.2000,2018-03-20,1288.5000
2018-01-29,109.0000,2018-01-29,91.2000,2018-03-26,584.4000,2018-03-21,1292.0000
2018-01-30,107.1500,2018-01-30,90.8500,2018-03-27,580.8000,2018-03-22,1276.0000
2018-01-31,104.3500,2018-01-31,89.6000,2018-03-28,575.4000,2018-03-23,1230.0000
2018-02-01,104.4000,2018-02-01,87.7500,2018-03-29,577.2000,2018-03-26,1244.0000
2018-02-02,104.7500,2018-02-02,88.4000,2018-03-30,579.6000,2018-03-27,1252.0000
2018-02-05,104.5500,2018-02-05,87.2500,2018-04-02,571.6000,2018-03-28,1232.0000
2018-02-06,104.0000,2018-02-06,85.5000,2018-04-03,564.2000,2018-03-29,1251.0000
2018-02-07,102.7500,2018-02-07,85.6500,2018-04-04,563.6000,2018-03-30,1282.0000
2018-02-08,100.9000,2018-02-08,83.6500,2018-04-09,561.8000,2018-04-02,1281.0000
2018-02-09,101.1500,2018-02-09,82.2500,2018-04-10,558.6000,2018-04-03,1287.0000
2018-02-12,101.6500,2018-02-12,82.4500,2018-04-11,556.8000,2018-04-04,1301.0000
2018-02-13,102.6500,2018-02-13,84.4500,2018-04-12,557.8000,2018-04-09,1291.0000
2018-02-14,104.4000,2018-02-14,85.0500,2018-04-13,556.4000,2018-04-10,1285.0000
2018-02-15,104.1500,2018-02-15,84.9000,2018-04-16,570.0000,2018-04-11,1150.0000
2018-02-16,104.7000,2018-02-16,85.1500,2018-04-17,585.8000,2018-04-12,1125.0000
2018-02-19,105.3000,2018-02-19,85.2000,2018-04-18,591.8000,2018-04-13,1133.0000
2018-02-20,105.2500,2018-02-20,85.6500,2018-04-19,591.6000,2018-04-16,1102.0000
2018-02-21,105.5500,2018-02-21,85.6000,2018-04-20,587.6000,2018-04-17,1127.0000
2018-02-22,105.6500,2018-02-22,86.0000,2018-04-23,603.6000,2018-04-18,1149.0000
2018-02-23,105.1000,2018-02-23,85.8000,2018-04-24,604.8000,2018-04-19,1175.0000
2018-02-26,104.6000,2018-02-26,83.5500,2018-04-25,593.6000,2018-04-20,1131.0000
2018-02-27,104.3000,2018-02-27,82.0500,2018-04-26,593.8000,2018-04-23,1178.0000
2018-02-28,104.2500,2018-02-28,81.5500,2018-04-27,597.6000,2018-04-24,1182.0000
2018-03-01,102.9000,2018-03-01,79.2000,2018-05-02,596.6000,2018-04-25,1166.0000
2018-03-02,102.9000,2018-03-02,78.9500,2018-05-03,594.4000,2018-04-26,1169.0000
2018-03-05,102.0000,2018-03-05,80.0500,2018-05-04,602.4000,2018-04-27,1157.5000
2018-03-06,101.5000,2018-03-06,81.1000,2018-05-07,613.2000,2018-05-02,1205.0000
2018-03-07,99.7500,2018-03-07,81.5000,2018-05-08,607.2000,2018-05-03,1200.0000
2018-03-08,99.9500,2018-03-08,81.1000,2018-05-09,600.2000,2018-05-04,1218.0000
2018-03-09,99.4000,2018-03-09,81.3000,2018-05-10,611.8000,2018-05-07,1250.0000
2018-03-12,98.0000,2018-03-12,80.9500,2018-05-11,620.2000,2018-05-08,1248.0000
2018-03-13,98.0000,2018-03-13,81.3500,2018-05-14,629.8000,2018-05-09,1229.0000
2018-03-14,97.7000,2018-03-14,81.0500,2018-05-15,632.6000,2018-05-10,1241.0000
2018-03-15,97.8500,2018-03-15,80.9500,2018-05-16,638.4000,2018-05-11,1261.0000
2018-03-16,97.1500,2018-03-16,80.0000,2018-05-17,634.8000,2018-05-14,1260.5000
2018-03-19,96.7500,2018-03-19,79.5000,2018-05-18,630.4000,2018-05-15,1271.0000
2018-03-20,97.3500,2018-03-20,80.5000,2018-05-21,619.6000,2018-05-16,1271.5000
2018-03-21,97.1500,2018-03-21,80.4000,2018-05-22,610.2000,2018-05-17,1247.5000
2018-03-22,96.7000,2018-03-22,80.2000,2018-05-23,585.4000,2018-05-18,1230.0000
2018-03-23,96.7500,2018-03-23,79.5500,2018-05-24,591.8000,2018-05-21,1232.0000
2018-03-26,96.6000,2018-03-26,79.4500,2018-05-25,589.8000,2018-05-22,1221.0000
2018-03-27,96.9000,2018-03-27,79.3500,2018-05-28,611.8000,2018-05-23,1176.0000
2018-03-28,96.6500,2018-03-28,79.4000,2018-05-29,623.6000,2018-05-24,1190.0000
2018-03-29,96.4000,2018-03-29,79.5000,2018-05-30,623.8000,2018-05-25,1176.0000
2018-04-02,92.2500,2018-04-03,80.7000,2018-05-31,624.0000,2018-05-28,1196.5000
2018-04-03,92.0000,2018-04-04,79.9000,2018-06-01,636.2000,2018-05-29,1219.0000
2018-04-04,93.5500,2018-04-05,80.5500,2018-06-04,632.8000,2018-05-30,1204.0000
2018-04-05,94.1500,2018-04-06,81.2000,2018-06-05,632.8000,2018-05-31,1239.0000
2018-04-06,93.9000,2018-04-09,82.1000,2018-06-06,629.8000,2018-06-01,1253.0000
2018-04-09,94.2000,2018-04-10,82.1500,2018-06-07,637.6000,2018-06-04,1239.0000
2018-04-10,93.5000,2018-04-11,82.2500,2018-06-08,639.0000,2018-06-05,1244.0000
2018-04-11,93.6500,2018-04-12,81.9500,2018-06-11,629.8000,2018-06-06,1246.0000
2018-04-12,93.6500,2018-04-13,81.8000,2018-06-12,649.2000,2018-06-07,1259.0000
2018-04-13,93.4000,2018-04-16,81.8500,2018-06-13,646.2000,2018-06-08,1256.0000
2018-04-16,93.0000,2018-04-17,81.1500,2018-06-14,643.0000,2018-06-11,1244.0000
2018-04-17,92.0500,2018-04-18,81.3000,2018-06-15,660.4000,2018-06-12,1278.0000
2018-04-18,92.6500,2018-04-19,81.8000,2018-06-19,644.2000,2018-06-13,1256.0000
2018-04-19,93.7500,2018-04-20,81.8000,2018-06-20,649.6000,2018-06-14,1254.0000
2018-04-20,93.4500,2018-04-23,81.9500,2018-06-21,643.0000,2018-06-15,1264.0000
2018-04-23,93.3500,2018-04-24,81.8000,2018-06-22,642.0000,2018-06-19,1200.0000
2018-04-24,93.2500,2018-04-25,81.8000,2018-06-25,642.0000,2018-06-20,1209.0000
2018-04-25,93.4500,2018-04-26,81.7000,2018-06-26,632.6000,2018-06-21,1184.0000
2018-04-26,93.5000,2018-04-27,81.8000,2018-06-27,632.6000,2018-06-22,1184.0000
2018-04-27,93.6500,2018-04-30,85.2000,2018-06-28,643.6000,2018-06-25,1194.0000
2018-04-30,99.4000,2018-05-01,85.3000,2018-06-29,647.4000,2018-06-26,1176.0000
2018-05-01,102.0500,2018-05-02,85.1000,2018-07-02,637.2000,2018-06-27,1171.0000
2018-05-02,101.0000,2018-05-03,85.2000,2018-07-03,637.0000,2018-06-28,1184.0000
2018-05-03,100.1000,2018-05-04,85.2500,2018-07-04,642.2000,2018-06-29,1201.0000
2018-05-04,100.5500,2018-05-07,85.2500,2018-07-05,633.2000,2018-07-02,1167.0000
2018-05-07,100.5500,2018-05-08,86.7500,2018-07-06,627.2000,2018-07-03,1165.0000
2018-05-08,101.0000,2018-05-09,87.1000,2018-07-09,629.4000,2018-07-04,1155.0000
2018-05-09,100.7000,2018-05-10,88.1000,2018-07-10,626.2000,2018-07-05,1151.0000
2018-05-10,101.5000,2018-05-11,88.4500,2018-07-11,633.6000,2018-07-06,1152.0000
2018-05-11,101.7500,2018-05-14,89.6500,2018-07-12,633.8000,2018-07-09,1158.0000
2018-05-14,102.5000,2018-05-15,89.5000,2018-07-13,618.6000,2018-07-10,1143.0000
2018-05-15,104.2500,2018-05-16,89.7000,2018-07-16,619.8000,2018-07-11,1146.0000
2018-05-16,104.6000,2018-05-17,90.2000,2018-07-17,618.6000,2018-07-12,1154.0000
2018-05-17,104.1500,2018-05-18,89.6000,2018-07-18,611.8000,2018-07-13,1130.0000
2018-05-18,104.3500,2018-05-21,89.6000,2018-07-19,617.6000,2018-07-16,1139.0000
2018-05-21,104.6000,2018-05-22,89.6500,2018-07-20,619.6000,2018-07-17,1148.0000
2018-05-22,105.2000,2018-05-23,89.4500,2018-07-23,612.8000,2018-07-18,1140.0000
2018-05-23,104.7500,2018-05-24,89.7500,2018-07-24,614.2000,2018-07-19,1161.0000
2018-05-24,104.7000,2018-05-25,89.6000,2018-07-25,611.4000,2018-07-20,1167.0000
2018-05-25,105.4500,2018-05-28,92.6000,2018-07-26,605.0000,2018-07-23,1168.0000
2018-05-28,107.3500,2018-05-29,94.2000,2018-07-27,602.2000,2018-07-24,1178.5000
2018-05-29,106.8500,2018-05-30,95.7500,2018-07-30,592.4000,2018-07-25,1197.0000
2018-05-30,108.6500,2018-05-31,95.0000,2018-07-31,586.8000,2018-07-26,1196.0000
2018-05-31,110.1500,2018-06-01,95.3000,2018-08-01,581.2000,2018-07-27,1195.5000
2018-06-01,111.0500,2018-06-04,95.7500,2018-08-02,573.4000,2018-07-30,1197.0000
2018-06-04,113.3000,2018-06-05,94.9000,2018-08-03,585.0000,2018-07-31,1198.0000
2018-06-05,113.0000,2018-06-06,94.8000,2018-08-06,598.0000,2018-08-01,1187.0000
2018-06-06,112.8000,2018-06-07,95.4000,2018-08-07,615.6000,2018-08-02,1192.0000
2018-06-07,114.1000,2018-06-08,95.5000,2018-08-08,616.8000,2018-08-03,1203.0000
2018-06-08,113.8500,2018-06-11,96.1500,2018-08-09,617.0000,2018-08-06,1231.0000
2018-06-11,114.3500,2018-06-12,96.8500,2018-08-10,613.0000,2018-08-07,1209.0000
2018-06-12,115.5500,2018-06-13,96.8000,2018-08-13,628.0000,2018-08-08,1274.0000
2018-06-13,116.0000,2018-06-14,96.7500,2018-08-14,617.4000,2018-08-09,1276.0000
2018-06-14,115.5000,2018-06-15,96.5000,2018-08-15,606.8000,2018-08-10,1237.0000
2018-06-15,115.0000,2018-06-18,96.8000,2018-08-16,600.8000,2018-08-13,1259.0000
2018-06-18,115.9000,2018-06-19,97.0000,2018-08-17,601.6000,2018-08-14,1248.0000
2018-06-19,115.3500,2018-06-20,96.6000,2018-08-20,597.2000,2018-08-15,1272.0000
2018-06-20,114.4500,2018-06-21,96.0000,2018-08-21,602.4000,2018-08-16,1264.5000
2018-06-21,114.0000,2018-06-22,96.0000,2018-08-22,615.6000,2018-08-17,1292.0000
2018-06-22,114.0500,2018-06-25,96.1000,2018-08-23,616.2000,2018-08-20,1328.0000
2018-06-25,114.5000,2018-06-26,96.0500,2018-08-24,623.8000,2018-08-21,1289.5000
2018-06-26,114.7500,2018-06-27,96.0000,2018-08-27,612.8000,2018-08-22,1333.0000
2018-06-27,114.4000,2018-06-28,96.0000,2018-08-28,617.2000,2018-08-23,1296.0000
2018-06-28,114.4000,2018-06-29,96.0000,2018-08-29,619.8000,2018-08-24,1290.0000
2018-06-29,114.4000,2018-07-02,98.7500,2018-08-30,624.8000,2018-08-27,1262.0000
2018-07-02,115.0000,2018-07-03,99.4000,2018-08-31,615.4000,2018-08-28,1273.0000
2018-07-03,115.3500,2018-07-04,99.7500,2018-09-03,605.4000,2018-08-29,1245.0000
2018-07-04,116.5000,2018-07-05,100.4000,2018-09-04,615.0000,2018-08-30,1254.0000
2018-07-05,116.6000,2018-07-06,100.2000,2018-09-05,614.0000,2018-08-31,1248.0000
2018-07-06,116.1000,2018-07-09,101.9500,2018-09-06,622.8000,2018-09-03,1224.0000
2018-07-09,116.1000,2018-07-10,102.2000,2018-09-07,626.4000,2018-09-04,1227.0000
2018-07-10,117.4500,2018-07-11,102.6000,2018-09-10,636.8000,2018-09-05,1241.0000
2018-07-11,117.9000,2018-07-12,101.5500,2018-09-11,625.8000,2018-09-06,1284.0000
2018-07-12,118.0500,2018-07-13,101.4000,2018-09-12,629.2000,2018-09-07,1273.0000
2018-07-13,117.7000,2018-07-16,100.7000,2018-09-13,623.6000,2018-09-10,1320.0000
2018-07-16,118.2500,2018-07-17,100.8000,2018-09-14,631.2000,2018-09-11,1288.0000
2018-07-17,118.7000,2018-07-18,101.8500,2018-09-17,625.4000,2018-09-12,1268.0000
2018-07-18,119.6000,2018-07-19,100.9500,2018-09-18,627.2000,2018-09-13,1287.0000
2018-07-19,119.3000,2018-07-20,100.1500,2018-09-19,632.2000,2018-09-14,1299.0000
2018-07-20,117.7000,2018-07-23,100.7500,2018-09-20,640.0000,2018-09-17,1292.0000
2018-07-23,118.6500,2018-07-24,100.9000,2018-09-21,636.0000,2018-09-18,1298.0000
2018-07-24,119.3000,2018-07-25,100.9500,2018-09-25,632.0000,2018-09-19,1306.0000
2018-07-25,119.9000,2018-07-26,101.0000,2018-09-26,634.0000,2018-09-20,1277.0000
2018-07-26,119.9000,2018-07-27,101.0000,2018-09-27,634.0000,2018-09-21,1287.0000
2018-07-27,119.9000,2018-07-30,94.8000,2018-09-28,637.0000,2018-09-25,1278.0000
2018-07-30,115.5500,2018-07-31,95.1000,2018-10-08,650.4000,2018-09-26,1286.5000
2018-07-31,117.5500,2018-08-01,95.1500,2018-10-09,663.0000,2018-09-27,1269.0000
2018-08-01,117.8000,2018-08-02,94.7500,2018-10-10,666.8000,2018-09-28,1273.0000
2018-08-02,117.3500,2018-08-03,94.4500,2018-10-11,660.0000,2018-10-08,1330.0000
2018-08-03,117.4500,2018-08-06,96.0500,2018-10-12,666.2000,2018-10-09,1333.0000
2018-08-06,116.8000,2018-08-07,96.7500,2018-10-15,660.0000,2018-10-10,1364.0000
2018-08-07,116.0000,2018-08-08,96.4000,2018-10-16,662.2000,2018-10-11,1367.0000
2018-08-08,115.9000,2018-08-09,96.4500,2018-10-17,664.4000,2018-10-12,1376.0000
2018-08-09,116.3000,2018-08-10,96.8500,2018-10-18,656.6000,2018-10-15,1351.0000
2018-08-10,116.6500,2018-08-13,97.6000,2018-10-19,644.6000,2018-10-16,1368.0000
2018-08-13,117.5000,2018-08-14,98.2000,2018-10-22,641.0000,2018-10-17,1400.0000
2018-08-14,118.4000,2018-08-15,97.6000,2018-10-23,642.0000,2018-10-18,1385.0000
2018-08-15,118.1500,2018-08-16,97.8500,2018-10-24,644.6000,2018-10-19,1356.0000
2018-08-16,118.1000,2018-08-17,98.2000,2018-10-25,638.2000,2018-10-22,1362.0000
2018-08-17,118.0000,2018-08-20,98.2000,2018-10-26,632.0000,2018-10-23,1389.0000
2018-08-20,117.6500,2018-08-21,97.5000,2018-10-29,639.0000,2018-10-24,1395.0000
2018-08-21,117.5500,2018-08-22,96.9000,2018-10-30,639.8000,2018-10-25,1415.0000
2018-08-22,117.5000,2018-08-23,96.9500,2018-10-31,632.2000,2018-10-26,1409.0000
2018-08-23,117.1500,2018-08-24,97.0000,2018-11-01,630.4000,2018-10-29,1388.0000
2018-08-24,117.9000,2018-08-27,98.0000,2018-11-02,627.8000,2018-10-30,1394.0000
2018-08-27,118.9000,2018-08-28,97.6000,2018-11-05,627.8000,2018-10-31,1393.0000
2018-08-28,117.5000,2018-08-29,97.9000,2018-11-06,629.0000,2018-11-01,1385.0000
2018-08-29,117.6500,2018-08-30,97.9000,2018-11-07,619.8000,2018-11-02,1361.0000
2018-08-30,117.5000,2018-08-31,97.9000,2018-11-08,623.4000,2018-11-05,1384.0000
2018-08-31,118.0000,2018-09-03,99.3000,2018-11-09,627.4000,2018-11-06,1370.0000
2018-09-03,116.2500,2018-09-04,100.7500,2018-11-12,617.0000,2018-11-07,1361.0000
2018-09-04,115.3500,2018-09-05,101.4500,2018-11-13,603.2000,2018-11-08,1358.0000
2018-09-05,114.8000,2018-09-06,101.0000,2018-11-14,622.8000,2018-11-09,1344.0000
2018-09-06,114.8000,2018-09-07,99.7500,2018-11-15,613.6000,2018-11-12,1361.0000
2018-09-07,114.5500,2018-09-10,100.2500,2018-11-16,618.4000,2018-11-13,1333.0000
2018-09-10,115.3000,2018-09-11,100.9500,2018-11-19,608.0000,2018-11-14,1360.0000
2018-09-11,115.6500,2018-09-12,100.5000,2018-11-20,612.0000,2018-11-15,1382.0000
2018-09-12,115.0500,2018-09-13,100.4000,2018-11-21,618.4000,2018-11-16,1385.0000
2018-09-13,115.3000,2018-09-14,99.5000,2018-11-22,618.2000,2018-11-19,1383.0000
2018-09-14,115.4000,2018-09-17,99.3500,2018-11-23,611.0000,2018-11-20,1372.0000
2018-09-17,114.6000,2018-09-18,98.6500,2018-11-26,597.0000,2018-11-21,1379.0000
2018-09-18,114.1500,2018-09-19,100.3000,2018-11-27,602.8000,2018-11-22,1364.0000
2018-09-19,114.5000,2018-09-20,99.6500,2018-11-28,602.8000,2018-11-23,1341.0000
2018-09-20,113.1500,2018-09-21,100.3000,2018-11-29,595.2000,2018-11-26,1297.0000
2018-09-21,113.4500,2018-09-24,100.3500,2018-11-30,593.6000,2018-11-27,1307.0000
2018-09-24,113.7500,2018-09-25,100.3000,2018-12-03,598.8000,2018-11-28,1330.0000
2018-09-25,113.7000,2018-09-26,100.3000,2018-12-04,598.4000,2018-11-29,1338.0000
2018-09-26,113.7000,2018-09-27,100.3500,2018-12-05,597.6000,2018-11-30,1330.0000
2018-09-27,113.7000,2018-09-28,100.1500,2018-12-06,566.8000,2018-12-03,1384.0000
