時間,ICE-Newcastle煤 (L),時間,ICE-Rotterdam煤 (L),時間,中國-動力煤期貨 (R),時間,中國-焦煤期貨 (R)
2021-04-08,93.8000,2021-04-09,67.5500,2021-08-13,778.6000,2021-08-09,2371.5000
2021-04-09,93.1000,2021-04-12,68.3500,2021-08-16,762.0000,2021-08-10,2344.0000
2021-04-12,93.3000,2021-04-13,68.8500,2021-08-17,770.8000,2021-08-11,2261.0000
2021-04-13,93.4500,2021-04-14,69.1500,2021-08-18,776.8000,2021-08-12,2205.5000
2021-04-14,93.4000,2021-04-15,70.2000,2021-08-19,777.6000,2021-08-13,2184.5000
2021-04-15,93.5000,2021-04-16,71.6000,2021-08-20,793.0000,2021-08-16,2180.0000
2021-04-16,94.3000,2021-04-19,71.5000,2021-08-23,850.2000,2021-08-17,2239.0000
2021-04-19,94.3500,2021-04-20,71.5000,2021-08-24,856.2000,2021-08-18,2195.5000
2021-04-20,94.0000,2021-04-21,71.5000,2021-08-25,880.2000,2021-08-19,2287.0000
2021-04-21,93.7500,2021-04-22,71.8000,2021-08-26,860.4000,2021-08-20,2238.0000
2021-04-22,93.9500,2021-04-23,71.8000,2021-08-27,855.6000,2021-08-23,2421.0000
2021-04-23,93.0000,2021-04-26,71.7000,2021-08-30,864.0000,2021-08-24,2465.0000
2021-04-26,93.1000,2021-04-27,71.8500,2021-08-31,872.0000,2021-08-25,2589.0000
2021-04-27,93.1000,2021-04-28,71.7500,2021-09-01,874.8000,2021-08-26,2536.5000
2021-04-28,92.9000,2021-04-29,71.9000,2021-09-02,906.0000,2021-08-27,2523.0000
2021-04-29,92.9000,2021-04-30,71.9000,2021-09-03,896.0000,2021-08-30,2495.0000
2021-04-30,93.3000,2021-05-03,78.6500,2021-09-06,949.0000,2021-08-31,2460.0000
2021-05-03,92.8000,2021-05-04,78.5000,2021-09-07,985.6000,2021-09-01,2511.5000
2021-05-04,93.0000,2021-05-05,80.0500,2021-09-08,977.0000,2021-09-02,2669.0000
2021-05-05,93.8000,2021-05-06,81.5500,2021-09-09,990.4000,2021-09-03,2615.0000
2021-05-06,96.0500,2021-05-07,82.5000,2021-09-10,945.2000,2021-09-06,2778.0000
2021-05-07,96.1500,2021-05-10,83.8000,2021-09-13,988.0000,2021-09-07,2907.5000
2021-05-10,97.6000,2021-05-11,84.8000,2021-09-14,994.0000,2021-09-08,2855.0000
2021-05-11,98.7000,2021-05-12,85.8500,2021-09-15,1029.6000,2021-09-09,3049.5000
2021-05-12,100.0000,2021-05-13,85.7000,2021-09-16,1053.2000,2021-09-10,2826.5000
2021-05-13,101.0000,2021-05-14,85.4000,2021-09-17,1057.8000,2021-09-13,2764.0000
2021-05-14,99.0000,2021-05-17,84.5000,2021-09-22,1141.8000,2021-09-14,2702.5000
2021-05-17,98.3500,2021-05-18,84.6000,2021-09-23,1237.8000,2021-09-15,2743.5000
2021-05-18,99.1000,2021-05-19,84.0000,2021-09-24,1188.0000,2021-09-16,2683.5000
2021-05-19,99.1000,2021-05-20,84.7500,2021-09-27,1253.8000,2021-09-17,2693.0000
2021-05-20,99.7500,2021-05-21,85.2000,2021-09-28,1328.8000,2021-09-22,2928.0000
2021-05-21,101.0000,2021-05-24,85.5000,2021-09-29,1308.8000,2021-09-23,3002.0000
2021-05-24,103.2500,2021-05-25,85.7500,2021-09-30,1393.6000,2021-09-24,2800.0000
2021-05-25,105.0000,2021-05-26,85.6500,2021-10-08,1262.0000,2021-09-27,2854.0000
2021-05-26,105.1000,2021-05-27,85.7500,2021-10-11,1408.2000,2021-09-28,2992.0000
2021-05-27,105.5000,2021-05-28,85.7500,2021-10-12,1507.8000,2021-09-29,3012.0000
2021-05-28,106.0000,2021-05-31,93.2000,2021-10-13,1562.8000,2021-09-30,3290.5000
2021-05-31,118.9000,2021-06-01,95.8000,2021-10-14,1615.8000,2021-10-08,3157.0000
2021-06-01,120.5000,2021-06-02,96.4000,2021-10-15,1692.0000,2021-10-11,3409.0000
2021-06-02,119.9500,2021-06-03,100.5000,2021-10-18,1829.0000,2021-10-12,3465.5000
2021-06-03,119.0000,2021-06-04,101.2500,2021-10-19,1835.6000,2021-10-13,3475.0000
2021-06-04,119.7500,2021-06-07,106.0000,2021-10-20,1755.4000,2021-10-14,3471.5000
2021-06-07,121.6000,2021-06-08,105.7500,2021-10-21,1587.4000,2021-10-15,3614.0000
2021-06-08,122.7500,2021-06-09,108.2500,2021-10-22,1365.0000,2021-10-18,3847.0000
2021-06-09,123.7000,2021-06-10,110.0000,2021-10-25,1305.6000,2021-10-19,3729.0000
2021-06-10,126.0000,2021-06-11,110.0000,2021-10-26,1237.0000,2021-10-20,3441.5000
2021-06-11,127.0000,2021-06-14,109.0000,2021-10-27,1144.6000,2021-10-21,3109.0000
2021-06-14,125.5500,2021-06-15,108.0000,2021-10-28,1051.8000,2021-10-22,2875.0000
2021-06-15,125.0000,2021-06-16,108.0000,2021-10-29,973.0000,2021-10-25,2970.5000
2021-06-16,125.2500,2021-06-17,107.8000,2021-11-01,917.6000,2021-10-26,2950.5000
2021-06-17,126.0000,2021-06-18,107.7500,2021-11-02,891.8000,2021-10-27,2703.5000
2021-06-18,125.0000,2021-06-21,107.0000,2021-11-03,978.0000,2021-10-28,2503.0000
2021-06-21,125.5000,2021-06-22,107.2500,2021-11-04,934.4000,2021-10-29,2268.0000
2021-06-22,127.2500,2021-06-23,108.0000,2021-11-05,945.2000,2021-11-01,2164.5000
2021-06-23,127.5000,2021-06-24,108.2500,2021-11-08,916.2000,2021-11-02,2205.0000
2021-06-24,127.5000,2021-06-25,108.5000,2021-11-09,870.4000,2021-11-03,2477.0000
2021-06-25,127.7000,2021-06-28,113.1500,2021-11-10,883.8000,2021-11-04,2378.0000
2021-06-28,128.5500,2021-06-29,115.0500,2021-11-11,905.4000,2021-11-05,2390.0000
2021-06-29,131.0000,2021-06-30,120.7500,2021-11-12,864.0000,2021-11-08,2380.0000
2021-06-30,134.7000,2021-07-01,122.2500,2021-11-15,809.6000,2021-11-09,2310.0000
2021-07-01,137.7500,2021-07-02,123.6000,2021-11-16,817.8000,2021-11-10,2240.5000
2021-07-02,139.2500,2021-07-05,127.2500,2021-11-17,825.0000,2021-11-11,2358.0000
2021-07-05,143.4000,2021-07-06,123.8000,2021-11-18,823.2000,2021-11-12,2199.5000
2021-07-06,140.7500,2021-07-07,124.6500,2021-11-19,852.4000,2021-11-15,1958.5000
2021-07-07,139.5500,2021-07-08,125.5000,2021-11-22,862.2000,2021-11-16,1873.5000
2021-07-08,142.2500,2021-07-09,126.8000,2021-11-23,871.2000,2021-11-17,1900.0000
2021-07-09,143.0000,2021-07-12,126.6500,2021-11-24,921.0000,2021-11-18,1845.5000
2021-07-12,142.2500,2021-07-13,131.1000,2021-11-25,912.6000,2021-11-19,1855.5000
2021-07-13,144.6000,2021-07-14,131.7500,2021-11-26,840.8000,2021-11-22,1855.5000
2021-07-14,144.5000,2021-07-15,132.0000,2021-11-29,810.2000,2021-11-23,1919.0000
2021-07-15,146.0000,2021-07-16,132.6000,2021-11-30,840.4000,2021-11-24,2149.0000
2021-07-16,148.1000,2021-07-19,133.1000,2021-12-01,842.8000,2021-11-25,2178.0000
2021-07-19,150.0000,2021-07-20,132.1000,2021-12-02,837.0000,2021-11-26,2010.0000
2021-07-20,149.7000,2021-07-21,132.6000,2021-12-03,853.6000,2021-11-29,2048.0000
2021-07-21,149.7500,2021-07-22,131.9000,2021-12-06,827.2000,2021-11-30,1887.0000
2021-07-22,149.7500,2021-07-23,132.3000,2021-12-07,686.6000,2021-12-01,1977.5000
2021-07-23,149.7500,2021-07-26,132.1000,2021-12-08,671.0000,2021-12-02,1877.5000
2021-07-26,149.7500,2021-07-27,132.6000,2021-12-09,675.8000,2021-12-03,1986.0000
2021-07-27,149.7500,2021-07-28,132.9000,2021-12-10,676.8000,2021-12-06,1930.0000
2021-07-28,150.1000,2021-07-29,132.9000,2021-12-13,727.2000,2021-12-07,2040.0000
2021-07-29,150.0000,2021-07-30,132.9000,2021-12-14,712.0000,2021-12-08,2055.5000
2021-07-30,149.7500,2021-08-02,139.7000,2021-12-15,713.2000,2021-12-09,2044.0000
2021-08-02,152.5500,2021-08-03,140.0500,2021-12-16,722.4000,2021-12-10,1934.5000
2021-08-03,152.7500,2021-08-04,141.1000,2021-12-17,740.6000,2021-12-13,2034.5000
2021-08-04,154.4000,2021-08-05,142.1500,2021-12-20,709.8000,2021-12-14,2015.0000
2021-08-05,157.2500,2021-08-06,143.9000,2021-12-21,707.2000,2021-12-15,2036.0000
2021-08-06,160.9500,2021-08-09,145.7500,2021-12-22,699.6000,2021-12-16,2139.5000
2021-08-09,167.0500,2021-08-10,146.0000,2021-12-23,702.6000,2021-12-17,2168.0000
2021-08-10,167.1000,2021-08-11,147.6000,2021-12-24,707.8000,2021-12-20,2174.0000
2021-08-11,169.4000,2021-08-12,150.0000,2021-12-27,689.2000,2021-12-21,2228.0000
2021-08-12,171.2500,2021-08-13,149.7000,2021-12-28,674.0000,2021-12-22,2219.0000
2021-08-13,172.7500,2021-08-16,151.8500,2021-12-29,681.6000,2021-12-23,2250.0000
2021-08-16,173.4000,2021-08-17,149.9000,2021-12-30,678.2000,2021-12-24,2327.0000
2021-08-17,171.4500,2021-08-18,149.9500,2021-12-31,672.2000,2021-12-27,2189.5000
2021-08-18,171.0000,2021-08-19,145.9000,2022-01-04,713.8000,2021-12-28,2165.0000
2021-08-19,170.9000,2021-08-20,144.5000,2022-01-05,702.6000,2021-12-29,2186.0000
2021-08-20,167.7500,2021-08-23,148.3500,2022-01-06,697.2000,2021-12-30,2184.5000
2021-08-23,170.0000,2021-08-24,148.5000,2022-01-07,713.2000,2021-12-31,2228.5000
2021-08-24,170.0000,2021-08-25,148.9000,2022-01-10,700.0000,2022-01-04,2337.0000
2021-08-25,170.7500,2021-08-26,149.0000,2022-01-11,683.0000,2022-01-05,2354.0000
2021-08-26,171.0000,2021-08-27,148.9500,2022-01-12,692.8000,2022-01-06,2334.0000
2021-08-27,170.9500,2021-08-30,149.0500,2022-01-13,689.0000,2022-01-07,2277.5000
2021-08-30,171.3500,2021-08-31,153.7500,2022-01-14,692.4000,2022-01-10,2285.5000
2021-08-31,174.2500,2021-09-01,156.2500,2022-01-17,714.8000,2022-01-11,2295.0000
2021-09-01,174.6000,2021-09-02,162.2000,2022-01-18,749.4000,2022-01-12,2350.5000
2021-09-02,177.5000,2021-09-03,165.1500,2022-01-19,774.8000,2022-01-13,2304.5000
2021-09-03,179.0000,2021-09-06,168.0000,2022-01-20,774.8000,2022-01-14,2299.5000
2021-09-06,178.0000,2021-09-07,168.2000,2022-01-21,767.2000,2022-01-17,2197.0000
2021-09-07,177.2000,2021-09-08,169.0000,2022-01-24,739.6000,2022-01-18,2312.0000
2021-09-08,177.3500,2021-09-09,169.7000,2022-01-25,778.0000,2022-01-19,2257.0000
2021-09-09,177.5000,2021-09-10,170.8500,2022-01-26,788.0000,2022-01-20,2312.0000
2021-09-10,177.6000,2021-09-13,171.7000,2022-01-27,808.0000,2022-01-21,2206.5000
2021-09-13,177.5000,2021-09-14,171.0000,2022-01-28,756.2000,2022-01-24,2166.0000
2021-09-14,177.4500,2021-09-15,169.5000,2022-02-07,822.6000,2022-01-25,2211.0000
2021-09-15,177.5000,2021-09-16,166.9000,2022-02-08,876.8000,2022-01-26,2204.0000
2021-09-16,176.0000,2021-09-17,168.6000,2022-02-09,836.6000,2022-01-27,2278.0000
2021-09-17,177.5000,2021-09-20,171.0500,2022-02-10,843.6000,2022-01-28,2281.5000
2021-09-20,177.5000,2021-09-21,171.4000,2022-02-11,822.6000,2022-02-07,2311.5000
2021-09-21,179.5000,2021-09-22,172.0000,2022-02-14,819.2000,2022-02-08,2470.0000
2021-09-22,180.5000,2021-09-23,172.8500,2022-02-15,775.0000,2022-02-09,2320.0000
2021-09-23,185.9000,2021-09-24,172.5000,2022-02-16,780.6000,2022-02-10,2341.5000
2021-09-24,181.5000,2021-09-27,201.7500,2022-02-17,770.6000,2022-02-11,2352.0000
2021-09-27,204.7500,2021-09-28,202.3000,2022-02-18,812.0000,2022-02-14,2425.5000
2021-09-28,207.7000,2021-09-29,208.5000,2022-02-21,841.2000,2022-02-15,2413.5000
2021-09-29,210.5000,2021-09-30,218.6500,2022-02-22,810.0000,2022-02-16,2437.5000
2021-09-30,218.0000,2021-10-01,233.0500,2022-02-23,831.0000,2022-02-17,2438.5000
2021-10-01,228.0000,2021-10-04,247.7500,2022-02-24,811.0000,2022-02-18,2558.0000
2021-10-04,240.0000,2021-10-05,274.5000,2022-02-25,745.0000,2022-02-21,2646.5000
2021-10-05,269.5000,2021-10-06,237.1000,2022-02-28,771.4000,2022-02-22,2593.0000
2021-10-06,242.0000,2021-10-07,232.6500,2022-03-01,815.0000,2022-02-23,2682.0000
2021-10-07,231.9000,2021-10-08,230.0000,2022-03-02,857.8000,2022-02-24,2635.0000
2021-10-08,238.6000,2021-10-11,241.5000,2022-03-03,846.0000,2022-02-25,2511.5000
2021-10-11,244.5000,2021-10-12,243.1500,2022-03-04,852.2000,2022-02-28,2614.5000
2021-10-12,242.3500,2021-10-13,244.9500,2022-03-07,919.0000,2022-03-01,2724.0000
2021-10-13,243.3500,2021-10-14,243.6500,2022-03-08,901.4000,2022-03-02,2778.0000
2021-10-14,245.0000,2021-10-15,240.0500,2022-03-09,852.0000,2022-03-03,2882.5000
2021-10-15,240.0000,2021-10-18,238.6500,2022-03-10,841.0000,2022-03-04,2868.5000
2021-10-18,239.3500,2021-10-19,234.5000,2022-03-11,818.0000,2022-03-07,3136.0000
2021-10-19,229.9000,2021-10-20,232.6000,2022-03-14,810.0000,2022-03-08,3057.0000
2021-10-20,231.5000,2021-10-21,228.5000,2022-03-15,802.0000,2022-03-09,3106.0000
2021-10-21,228.5000,2021-10-22,231.2500,2022-03-16,815.0000,2022-03-10,3080.0000
2021-10-22,230.0000,2021-10-25,237.1500,2022-03-17,816.6000,2022-03-11,3038.0000
2021-10-25,226.0000,2021-10-26,234.0000,2022-03-18,829.0000,2022-03-14,2798.5000
2021-10-26,223.3500,2021-10-27,232.8500,2022-03-21,834.0000,2022-03-15,2776.5000
2021-10-27,223.3500,2021-10-28,233.0000,2022-03-22,855.0000,2022-03-16,2917.0000
2021-10-28,223.7000,2021-10-29,232.6500,2022-03-23,878.6000,2022-03-17,2895.0000
2021-10-29,223.4500,2021-11-01,136.0000,2022-03-24,870.0000,2022-03-18,3051.0000
2021-11-01,145.0000,2021-11-02,139.7500,2022-03-25,865.6000,2022-03-21,3019.0000
2021-11-02,140.9000,2021-11-03,149.5000,2022-03-28,847.4000,2022-03-22,2922.0000
2021-11-03,157.5000,2021-11-04,148.0000,2022-03-29,840.6000,2022-03-23,2942.5000
2021-11-04,154.2500,2021-11-05,148.2500,2022-03-30,814.0000,2022-03-24,2997.5000
2021-11-05,155.4000,2021-11-08,157.5000,2022-03-31,805.0000,2022-03-25,3106.0000
2021-11-08,163.0000,2021-11-09,152.0000,2022-04-01,809.2000,2022-03-28,3100.5000
2021-11-09,160.6500,2021-11-10,142.1000,2022-04-06,806.4000,2022-03-29,3193.5000
2021-11-10,152.3000,2021-11-11,142.0000,2022-04-07,802.0000,2022-03-30,3172.0000
2021-11-11,151.5000,2021-11-12,139.0000,2022-04-08,803.2000,2022-03-31,3186.0000
2021-11-12,150.0000,2021-11-15,138.6500,2022-04-11,805.0000,2022-04-01,3244.0000
2021-11-15,149.3500,2021-11-16,141.5000,2022-04-12,808.4000,2022-04-06,3240.5000
2021-11-16,150.4000,2021-11-17,142.9500,2022-04-13,805.0000,2022-04-07,3200.0000
2021-11-17,150.1500,2021-11-18,144.7500,2022-04-14,813.0000,2022-04-08,3214.0000
2021-11-18,152.5000,2021-11-19,145.2500,2022-04-15,820.0000,2022-04-11,3106.0000
2021-11-19,152.5000,2021-11-22,146.5000,2022-04-18,816.0000,2022-04-12,3231.0000
2021-11-22,154.0000,2021-11-23,150.0000,2022-04-19,829.0000,2022-04-13,3196.0000
2021-11-23,157.0000,2021-11-24,149.6000,2022-04-20,812.4000,2022-04-14,3110.0000
2021-11-24,159.0000,2021-11-25,148.0000,2022-04-21,825.8000,2022-04-15,3152.0000
2021-11-25,158.0000,2021-11-26,148.0000,2022-04-22,822.0000,2022-04-18,3157.0000
2021-11-26,157.5000,2021-11-29,127.0000,2022-04-25,815.0000,2022-04-19,3015.0000
2021-11-29,159.3000,2021-11-30,111.1000,2022-04-26,815.0000,2022-04-20,3008.0000
2021-11-30,152.0000,2021-12-01,123.1000,2022-04-27,815.4000,2022-04-21,3063.0000
2021-12-01,157.4500,2021-12-02,124.2500,2022-04-28,819.2000,2022-04-22,3000.5000
2021-12-02,158.5000,2021-12-03,121.5000,2022-04-29,822.0000,2022-04-25,2860.0000
2021-12-03,155.2500,2021-12-06,122.2000,2022-05-05,860.0000,2022-04-26,2911.0000
2021-12-06,151.2500,2021-12-07,129.1000,2022-05-06,848.0000,2022-04-27,2839.0000
2021-12-07,154.1000,2021-12-08,134.5500,2022-05-09,837.0000,2022-04-28,2843.0000
2021-12-08,158.7000,2021-12-09,134.9000,2022-05-10,818.2000,2022-04-29,2852.5000
2021-12-09,160.1000,2021-12-10,134.9000,2022-05-11,829.2000,2022-05-05,2779.0000
2021-12-10,163.7500,2021-12-13,136.5000,2022-05-12,831.2000,2022-05-06,2725.0000
2021-12-13,164.2500,2021-12-14,140.5500,2022-05-13,843.4000,2022-05-09,2651.5000
2021-12-14,164.7500,2021-12-15,141.7000,2022-05-16,841.4000,2022-05-10,2610.0000
2021-12-15,164.7500,2021-12-16,147.9000,2022-05-17,841.2000,2022-05-11,2663.0000
2021-12-16,168.5000,2021-12-17,146.0000,2022-05-18,842.0000,2022-05-12,2543.5000
2021-12-17,168.0000,2021-12-20,146.0000,2022-05-19,826.0000,2022-05-13,2574.0000
2021-12-20,168.1500,2021-12-21,147.0000,2022-05-20,830.0000,2022-05-16,2700.0000
2021-12-21,169.0000,2021-12-22,146.9500,2022-05-23,852.0000,2022-05-17,2711.5000
2021-12-22,169.5000,2021-12-23,142.7500,2022-05-24,852.0000,2022-05-18,2586.0000
2021-12-23,169.4000,2021-12-24,142.0000,2022-05-25,858.2000,2022-05-19,2616.0000
2021-12-24,168.9000,2021-12-27,140.7000,2022-05-26,856.4000,2022-05-20,2670.0000
2021-12-27,170.1000,2021-12-28,135.6000,2022-05-27,870.6000,2022-05-23,2567.0000
2021-12-28,171.0000,2021-12-29,138.3500,2022-05-30,852.6000,2022-05-24,2478.5000
2021-12-29,171.1000,2021-12-30,138.0000,2022-05-31,880.0000,2022-05-25,2492.0000
2021-12-30,170.1000,2021-12-31,137.5500,2022-06-01,856.0000,2022-05-26,2472.5000
2021-12-31,169.6000,2022-01-03,120.0000,2022-06-02,879.0000,2022-05-27,2559.0000
2022-01-03,157.5000,2022-01-04,130.1000,2022-06-06,870.0000,2022-05-30,2644.5000
2022-01-04,174.1000,2022-01-05,137.3000,2022-06-07,879.6000,2022-05-31,2695.0000
2022-01-05,179.9000,2022-01-06,143.5000,2022-06-08,880.4000,2022-06-01,2780.0000
2022-01-06,196.5000,2022-01-07,140.2000,2022-06-09,882.0000,2022-06-02,2813.0000
2022-01-07,195.9000,2022-01-10,138.5500,2022-06-10,867.0000,2022-06-06,2876.0000
2022-01-10,196.5000,2022-01-11,136.0000,2022-06-13,858.8000,2022-06-07,2856.5000
2022-01-11,197.1000,2022-01-12,139.0000,2022-06-14,848.4000,2022-06-08,2944.5000
2022-01-12,203.0000,2022-01-13,148.9000,2022-06-15,845.0000,2022-06-09,2872.5000
2022-01-13,211.5000,2022-01-14,154.0000,2022-06-17,816.2000,2022-06-10,2863.5000
2022-01-14,216.7500,2022-01-17,156.0000,2022-06-20,833.0000,2022-06-13,2869.5000
2022-01-17,220.5000,2022-01-18,162.3000,2022-06-21,844.0000,2022-06-14,2843.0000
2022-01-18,221.0000,2022-01-19,161.7500,2022-06-22,844.2000,2022-06-15,2671.0000
2022-01-19,223.1000,2022-01-20,159.5000,2022-06-24,843.0000,2022-06-16,2609.0000
2022-01-20,225.6500,2022-01-21,162.0500,2022-06-29,859.8000,2022-06-17,2576.5000
2022-01-21,224.6000,2022-01-24,163.2500,2022-07-04,869.0000,2022-06-20,2322.0000
2022-01-24,225.2500,2022-01-25,164.6000,2022-07-05,869.4000,2022-06-21,2338.5000
2022-01-25,227.3000,2022-01-26,165.9500,2022-07-06,845.4000,2022-06-22,2291.5000
2022-01-26,227.8000,2022-01-27,165.9500,2022-07-07,866.6000,2022-06-23,2388.5000
2022-01-27,227.6000,2022-01-28,166.5000,2022-07-11,859.6000,2022-06-24,2288.0000
2022-01-28,227.6500,2022-01-31,178.2500,2022-07-13,857.0000,2022-06-27,2392.0000
2022-01-31,222.7500,2022-02-01,174.5000,2022-07-14,840.0000,2022-06-28,2515.5000
2022-02-01,218.1000,2022-02-02,177.3000,2022-07-15,835.2000,2022-06-29,2490.5000
2022-02-02,220.1000,2022-02-03,177.4500,2022-07-18,875.4000,2022-06-30,2343.5000
2022-02-03,221.0000,2022-02-04,183.0000,2022-07-20,833.8000,2022-07-01,2280.5000
2022-02-04,227.3000,2022-02-07,182.5000,2022-07-21,841.8000,2022-07-04,2207.5000
2022-02-07,236.0000,2022-02-08,186.1000,2022-07-22,852.0000,2022-07-05,2262.0000
2022-02-08,239.2500,2022-02-09,187.7500,2022-07-25,850.0000,2022-07-06,2276.0000
2022-02-09,239.2500,2022-02-10,188.1500,2022-07-28,870.0000,2022-07-07,2275.0000
2022-02-10,239.1000,2022-02-11,189.5000,2022-07-29,859.0000,2022-07-08,2206.0000
2022-02-11,245.0000,2022-02-14,190.3500,2022-08-02,856.0000,2022-07-11,2193.0000
2022-02-14,240.0000,2022-02-15,186.6500,2022-08-03,859.0000,2022-07-12,2101.5000
2022-02-15,239.0000,2022-02-16,183.6500,2022-08-04,860.0000,2022-07-13,2118.0000
2022-02-16,235.5000,2022-02-17,183.0500,2022-08-08,864.6000,2022-07-14,2088.5000
2022-02-17,232.4000,2022-02-18,184.1000,2022-08-09,860.0000,2022-07-15,1964.5000
2022-02-18,232.3500,2022-02-21,185.1500,2022-08-10,859.8000,2022-07-18,2095.5000
2022-02-21,233.8500,2022-02-22,189.0000,2022-08-15,860.0000,2022-07-19,1974.5000
2022-02-22,236.2500,2022-02-23,190.6500,2022-08-16,860.0000,2022-07-20,1922.5000
2022-02-23,237.7000,2022-02-24,193.1000,2022-08-17,858.8000,2022-07-21,1862.5000
2022-02-24,239.5000,2022-02-25,193.0000,2022-08-18,850.0000,2022-07-22,1924.5000
2022-02-25,238.6000,2022-02-28,254.2500,2022-08-22,826.0000,2022-07-25,1956.0000
2022-02-28,274.5000,2022-03-01,315.0000,2022-08-23,960.0000,2022-07-26,1977.5000
2022-03-01,313.0000,2022-03-02,436.5000,2022-08-25,880.0000,2022-07-27,1987.0000
2022-03-02,440.0000,2022-03-03,353.7500,2022-08-26,831.4000,2022-07-28,2173.0000
2022-03-03,370.0000,2022-03-04,432.5000,2022-08-30,888.0000,2022-07-29,2133.5000
2022-03-04,418.7500,2022-03-07,425.2000,2022-08-31,974.6000,2022-08-01,2162.5000
2022-03-07,422.6500,2022-03-08,439.0000,2022-09-01,807.6000,2022-08-02,2256.5000
2022-03-08,423.1500,2022-03-09,418.0000,2022-09-05,830.0000,2022-08-03,2212.5000
2022-03-09,420.6500,2022-03-10,367.5000,2022-09-07,1070.0000,2022-08-04,2133.5000
2022-03-10,373.3500,2022-03-11,363.9500,2022-09-20,825.0000,2022-08-05,2088.0000
2022-03-11,368.6500,2022-03-14,357.3500,2022-10-10,831.0000,2022-08-08,2183.0000
2022-03-14,361.7500,2022-03-15,336.2500,2022-10-12,833.8000,2022-08-09,2182.0000
2022-03-15,346.0000,2022-03-16,312.0000,2022-10-13,858.8000,2022-08-10,2128.0000
2022-03-16,340.0000,2022-03-17,316.0000,2022-10-19,858.8000,2022-08-11,2135.0000
2022-03-17,337.2500,2022-03-18,324.0000,2022-10-26,828.4000,2022-08-12,2189.5000
2022-03-18,336.0000,2022-03-21,318.2000,2022-10-31,899.0000,2022-08-15,2151.5000
2022-03-21,329.4000,2022-03-22,323.0000,2022-12-16,1022.8000,2022-08-16,2196.0000
2022-03-22,328.9000,2022-03-23,326.8500,2022-12-30,921.0000,2022-08-17,2138.0000
2022-03-23,325.3500,2022-03-24,325.0500,,,2022-08-18,2127.0000
2022-03-24,326.6500,2022-03-25,324.8500,,,2022-08-19,1871.5000
2022-03-25,327.1500,2022-03-28,270.4000,,,2022-08-22,1961.0000
2022-03-28,259.7500,2022-03-29,268.3000,,,2022-08-23,1958.5000
2022-03-29,253.4000,2022-03-30,271.6500,,,2022-08-24,1948.0000
2022-03-30,260.0000,2022-03-31,273.0000,,,2022-08-25,1960.5000
2022-03-31,259.0000,2022-04-01,265.4000,,,2022-08-26,2050.0000
2022-04-01,258.7500,2022-04-04,262.0000,,,2022-08-29,1963.5000
2022-04-04,264.0000,2022-04-05,290.1000,,,2022-08-30,1868.0000
2022-04-05,281.0000,2022-04-06,290.6500,,,2022-08-31,1869.0000
2022-04-06,286.5000,2022-04-07,280.7000,,,2022-09-01,1818.0000
2022-04-07,281.6500,2022-04-08,295.0000,,,2022-09-02,1850.0000
2022-04-08,291.6000,2022-04-11,300.0000,,,2022-09-05,1872.5000
2022-04-11,290.6500,2022-04-12,320.0000,,,2022-09-06,1856.0000
2022-04-12,309.1000,2022-04-13,321.3500,,,2022-09-07,1822.5000
2022-04-13,312.0000,2022-04-14,322.5500,,,2022-09-08,1865.5000
2022-04-14,309.1000,2022-04-18,322.5500,,,2022-09-09,1903.0000
2022-04-18,309.1000,2022-04-19,322.5000,,,2022-09-13,1968.5000
2022-04-19,321.0000,2022-04-20,327.3500,,,2022-09-14,1955.5000
2022-04-20,326.3500,2022-04-21,326.8500,,,2022-09-15,2012.5000
2022-04-21,331.1000,2022-04-22,326.6500,,,2022-09-16,2013.0000
2022-04-22,327.1000,2022-04-25,326.0000,,,2022-09-19,2036.0000
2022-04-25,328.6000,2022-04-26,324.7500,,,2022-09-20,2015.0000
2022-04-26,325.0000,2022-04-27,323.5500,,,2022-09-21,2056.0000
2022-04-27,326.0500,2022-04-28,322.8500,,,2022-09-22,2082.5000
2022-04-28,326.9500,2022-04-29,322.8500,,,2022-09-23,2080.5000
2022-04-29,326.6000,2022-05-03,283.1000,,,2022-09-26,2077.0000
2022-05-02,299.8000,2022-05-04,311.5000,,,2022-09-27,2132.0000
2022-05-03,326.6000,2022-05-05,321.0000,,,2022-09-28,2097.0000
2022-05-04,360.3500,2022-05-06,319.5000,,,2022-09-29,2106.0000
2022-05-05,374.3500,2022-05-09,310.8500,,,2022-09-30,2107.0000
2022-05-06,379.5000,2022-05-10,313.1500,,,2022-10-10,2218.5000
2022-05-09,377.0000,2022-05-11,319.0000,,,2022-10-11,2176.0000
2022-05-10,377.4500,2022-05-12,325.5000,,,2022-10-12,2143.0000
2022-05-11,385.8500,2022-05-13,319.0000,,,2022-10-13,2117.5000
2022-05-12,391.5000,2022-05-16,324.0000,,,2022-10-14,2169.0000
2022-05-13,392.8500,2022-05-17,329.3500,,,2022-10-17,2063.5000
2022-05-16,402.5000,2022-05-18,331.8000,,,2022-10-18,2037.5000
2022-05-17,413.6500,2022-05-19,332.0000,,,2022-10-19,2042.5000
2022-05-18,412.0000,2022-05-20,336.3500,,,2022-10-20,2004.0000
2022-05-19,412.1000,2022-05-23,332.3500,,,2022-10-21,2030.0000
2022-05-20,417.2500,2022-05-24,331.0500,,,2022-10-24,2050.0000
2022-05-23,416.0000,2022-05-25,330.6500,,,2022-10-25,1966.0000
